name,deltaG,SMILES
pubchem_1152,-9.91,Cc1nnc(COc2cccc(NC(=O)c3ccccc3)c2)n1C1CC1
pubchem_1424,-9.91,COc1ccc(NC(=O)CCc2ncn[nH]2)cc1NC(=O)C1CCCCC1
pubchem_1544,-9.91,COc1ccc(C)cc1NC(=O)CSc1nnc(COc2ccccc2)n1C
pubchem_285,-9.9,CCc1ccc(OCC(=O)NCc2nncn2-c2ccccc2)cc1
pubchem_589,-9.9,O=C(NCc1ccco1)c1nc(CCc2ccccc2)n(-c2ccccc2)n1
pubchem_1498,-9.9,COc1ccc(-n2nc(C(=O)NCc3ccccc3)nc2-c2ccccc2)cc1
pubchem_343,-9.89,COc1ccc(C)cc1NC(=O)Cc1n[nH]c(Cc2ccc(C)cc2)n1
pubchem_427,-9.89,COc1ccc(NC(=O)NCc2nc(Cc3ccccc3)no2)cc1
pubchem_668,-9.89,COc1ccc(Cc2nnc(SCC(=O)Nc3ccccc3OC)n2C)cc1
pubchem_875,-9.89,CCc1ccc(OCc2nc(SCC(=O)Nc3ccccc3C)n[nH]2)cc1
pubchem_988,-9.89,COc1ccc(CCCC(=O)Nc2ccc(-c3n[nH]c(CN)n3)cc2)cc1
pubchem_1305,-9.89,Cc1ccc(OCCCC(=O)Nc2ccc(-c3n[nH]c(CN)n3)cc2)cc1C
pubchem_1922,-9.89,COc1ccccc1CN(C)C(=O)c1nc(C)n(-c2ccc(F)cc2)n1
pubchem_2006,-9.89,CCOc1ccc(-n2nc(C(=O)NCc3ccccc3)nc2-c2ccccc2)cc1
pubchem_357,-9.88,COc1ccccc1NC(=O)CSc1n[nH]c(-c2cccc(NC(C)=O)c2)n1
pubchem_472,-9.88,CCc1ccc(OCc2nc(SCC(=O)Nc3ccc(C)cc3C)n[nH]2)cc1
pubchem_631,-9.88,COc1cccc(CNC(=O)COC(=O)c2nc(C)n(-c3ccc(F)cc3)n2)c1
pubchem_720,-9.88,C=CCc1ccc(OCC(=O)Nc2cccc(-c3n[nH]c(C)n3)c2)c(OC)c1
pubchem_906,-9.88,COc1ccc(Cc2nc(SCC(=O)Nc3ccccc3)n[nH]2)cc1
pubchem_1108,-9.88,CCOc1ccccc1C(=O)NCC(=O)Nc1cccc(-c2n[nH]c(C)n2)c1
pubchem_1278,-9.88,Cc1nc(-c2cccc(NC(=O)CCCOc3ccc(F)cc3)c2)n[nH]1
pubchem_1923,-9.88,O=C(CN1C(=O)CCOc2ccccc21)Nc1nnc(Cc2ccccc2)s1
pubchem_1975,-9.88,O=C(NCCc1ncn[nH]1)Nc1ccc(OCC2CCCCC2)cc1
pubchem_206,-9.87,CCOc1ccccc1NC(=O)CNc1ccc(-c2nnnn2C2CC2)cc1
pubchem_909,-9.87,COc1ccccc1NC(=O)Cc1nnc(SCCOc2ccccc2)n1C
pubchem_1589,-9.87,CC(C)Oc1ccccc1NC(=O)NCc1nncn1-c1ccccc1
pubchem_2046,-9.87,COc1ccccc1CNC(=O)c1nc(COc2ccccc2NC(C)=O)no1
pubchem_2116,-9.87,Cc1nc(C2CCN(C(=O)CN3C(=O)COc4ccc(Cl)cc43)CC2)n[nH]1
pubchem_165,-9.86,Cc1cccc(-n2nc(C)nc2Cc2ccc3c(c2)NC(=O)CO3)c1
pubchem_212,-9.86,Cc1ccc(NCc2nnnn2-c2ccccc2)c(OCC(=O)N(C)C)c1
pubchem_578,-9.86,O=C(NCCOc1ccccc1)c1nc(-c2ccccc2)n(-c2ccccc2)n1
pubchem_753,-9.86,CC(C)Oc1cccc(-c2nc(Nc3ccc(N4CCOCC4)cc3)n[nH]2)c1
pubchem_858,-9.86,Cc1ccc(NC(=O)CSc2nnc(COc3ccccc3)n2N)cc1
pubchem_938,-9.86,O=C(COc1cccc(F)c1)Nc1ccc(-c2n[nH]c(C3CC3)n2)cc1
pubchem_1903,-9.86,C=CCN(Cc1nc(-c2cccc(C)c2)no1)C(=O)Nc1ccccc1OC
pubchem_2045,-9.86,CC(=O)Nc1ccccc1OCc1noc(C(=O)NCc2ccccc2)n1
pubchem_2057,-9.86,COc1ccc(C)cc1NC(=O)Cc1n[nH]c(Cc2cccc(C)c2)n1
pubchem_208,-9.85,Cc1cccc(-n2nc(C(=O)NCc3ccco3)nc2CCc2ccccc2)c1
pubchem_695,-9.85,COc1ccc(C)cc1NC(=O)CSc1nnc(C2CC2)n1CC(N)=O
pubchem_890,-9.85,O=C(Cc1n[nH]c(COc2ccccc2)n1)NCCc1ccccc1
pubchem_1274,-9.85,COc1ccccc1-n1ncnc1-c1ccc(N2CC(=O)NC2=O)cc1
pubchem_1794,-9.85,Cn1c(CC(=O)Nc2cccc(OCC(N)=O)c2)nnc1-c1ccccc1
pubchem_221,-9.84,CCOc1ccc(-c2noc(CN(C)CC(=O)Nc3ccccc3)n2)cc1
pubchem_294,-9.84,CCOc1ccc(C(=O)NCC(=O)Nc2cccc(-c3n[nH]c(C)n3)c2)cc1
pubchem_380,-9.84,COc1ccccc1NC(=O)Cc1n[nH]c(Cc2ccc(C)cc2)n1
pubchem_410,-9.84,Cc1cccc(OCc2nc(SCC(=O)Nc3ccccc3C)n[nH]2)c1
pubchem_518,-9.84,Cc1ccccc1OCc1nc(SCC(=O)Nc2cccc(F)c2)n[nH]1
pubchem_775,-9.84,Cc1cccc(C)c1OCC(=O)NCc1nncn1-c1ccccc1
pubchem_779,-9.84,Cc1ccc(-c2noc(CNc3ccc(C)cc3OCC(=O)N(C)C)n2)cc1
pubchem_815,-9.84,Cc1cccc(OCCNC(=O)c2nc(C)n(-c3ccc(F)cc3)n2)c1
pubchem_865,-9.84,CCc1ccc(-c2noc(C[NH+]3CCN(c4ccccc4OC)CC3)n2)cc1
pubchem_1306,-9.84,COc1ccccc1NCC(=O)N1CCC(c2nnc3n2CCNC3)CC1
pubchem_1353,-9.84,COc1ccccc1NC(=O)CSc1nnc(-c2ccccc2)n1CC(C)C
pubchem_1407,-9.84,CN1C(=O)COc2ccc(NCc3nnc(-c4ccccc4)n3C)cc21
pubchem_1453,-9.84,CC(C)c1ccc(OCC(=O)Nc2ccc(-c3n[nH]c(CN)n3)cc2)cc1
pubchem_425,-9.83,Cc1nc(C)n(CC(=O)Nc2ccc(OCC(=O)N3CCCCC3)cc2)n1
pubchem_563,-9.83,CN(CCOc1ccc(F)cc1)C(=O)Nc1ccc(-c2n[nH]c(C3CC3)n2)cc1
pubchem_636,-9.83,CCN(CC(=O)Nc1ccccc1OC)Cc1nc(-c2ccccc2OC)no1
pubchem_881,-9.83,CCOc1ccccc1NC(=O)CN1CCN(Cc2nc(C(C)C)no2)CC1
pubchem_310,-9.82,CCn1c(CC(=O)Nc2ccc(C)cc2)nnc1SCCOc1ccccc1
pubchem_458,-9.82,CC(C)Oc1ccc(-c2nc(Nc3ccc(N4CCOCC4)cc3)n[nH]2)cc1
pubchem_812,-9.82,Cc1ccccc1OCc1nc(SCC(=O)Nc2ccc(F)c(F)c2)n[nH]1
pubchem_940,-9.82,CCc1nnc2c(=O)n(CC(=O)NCc3cccc(OC)c3)c3ccccc3n12
pubchem_1122,-9.82,COc1ccc(C)cc1NC(=O)NCc1nncn1-c1ccccc1
pubchem_1721,-9.82,COc1ccccc1-n1nc(Cc2cccc(Cl)c2)nc1CNC(C)=O
pubchem_1792,-9.82,CCOc1ccccc1NCc1nc(-c2ccc(CC)cc2)no1
pubchem_1888,-9.82,COc1ccccc1-n1cnc(C(=O)Nc2ccccc2-c2ccccc2)n1
pubchem_84,-9.81,COc1ccc(C)cc1NC(=O)CNc1ccc(-c2nnnn2C2CC2)cc1
pubchem_162,-9.81,COc1ccccc1NC(=O)c1nc(-c2ccccc2)n(-c2ccccc2C)n1
pubchem_216,-9.81,CCc1ccccc1NC(=O)NCCc1nc(-c2ccc(OC)cc2)n[nH]1
pubchem_532,-9.81,COc1ccc(NCc2nnc(SCC(=O)NCc3ccccc3)n2N)cc1
pubchem_560,-9.81,Nc1nnnn1CC(=O)Nc1ccccc1OCCCc1ccccc1
pubchem_633,-9.81,COc1cccc(NC(=O)CSc2n[nH]c(COc3cccc(C)c3)n2)c1
pubchem_930,-9.81,Cc1ccc(-n2nc(C(=O)NCCOc3ccccc3)nc2-c2ccoc2)cc1
pubchem_1094,-9.81,Cc1cc(C)c(C)c(OCCC(=O)Nc2ccc(-c3n[nH]c(CN)n3)cc2)c1
pubchem_1257,-9.81,CCN(Cc1ccc(OC)cc1)C(=O)c1nc(C)n(-c2ccc(F)cc2)n1
pubchem_1379,-9.81,Cc1ccc(OCCC(=O)Nc2cccc(-c3ncn[nH]3)c2)cc1
pubchem_1567,-9.81,COc1ccccc1NC(=O)CCSc1nnc(-c2ccccc2)n1C
pubchem_1878,-9.81,CCOc1ccc(-n2nc(C(=O)Nc3ccccc3C)nc2-c2ccccc2)cc1
pubchem_2074,-9.81,Cc1nc(C2CCN(C(=O)CN3C(=O)COc4ccccc43)CC2)n[nH]1
pubchem_436,-9.8,COc1cccc(CNC(=O)Nc2cccc(-c3n[nH]c(C)n3)c2)c1
pubchem_573,-9.8,CCOc1ccccc1NC(=O)CSc1n[nH]c(COc2ccccc2C)n1
pubchem_749,-9.8,Cc1ccc(OCCNC(=O)c2nc(C)n(-c3ccc(Cl)cc3)n2)cc1
pubchem_1550,-9.8,c1ccc(-c2noc(CNc3ccccc3OCC3CC3)n2)cc1
pubchem_25,-9.79,Cc1ccc(-c2nc(NC(=O)CN3C(=O)COc4ccc(Cl)cc43)n[nH]2)cc1
pubchem_306,-9.79,CCOc1ccc(NC(=O)CSc2n[nH]c(CNc3ccc(C)cc3)n2)cc1
pubchem_490,-9.79,COc1ccccc1N1CCN(C(=O)c2nc(C)n(-c3ccccc3)n2)CC1
pubchem_1304,-9.79,COc1ccc(OCCCC(=O)Nc2ccc(-c3n[nH]c(CN)n3)cc2)cc1
pubchem_1905,-9.79,CCOc1ccccc1NC(=O)CSc1n[nH]c(-c2ccccc2C)n1
pubchem_149,-9.78,CCOc1ccccc1NC(=O)CSc1nnc(C2CC2)n1CC(N)=O
pubchem_170,-9.78,Cc1nc(C(=O)Nc2ccccc2OC(C)C)nn1-c1ccc(F)cc1
pubchem_280,-9.78,Cc1ccccc1-n1nc(C(=O)NCCOc2ccccc2)nc1C
pubchem_360,-9.78,COc1ccc(-n2nc(C(=O)N(C)C3CCCCC3)nc2-c2ccccc2)cc1
pubchem_466,-9.78,CCc1ccc(NC(=O)CSc2n[nH]c(COc3ccccc3)n2)cc1
pubchem_496,-9.78,CCOc1ccc(NC(=O)NCCc2n[nH]c(Cc3ccc(C)cc3)n2)cc1
pubchem_535,-9.78,Cc1cccc(C)c1NC(=O)CSc1n[nH]c(COc2ccccc2)n1
pubchem_761,-9.78,COc1ccccc1NC(=O)N(Cc1nc(-c2ccc(C)cc2)no1)C(C)C
pubchem_838,-9.78,Cc1cccc(OCC(=O)NCc2nncn2-c2ccccc2)c1
pubchem_908,-9.78,COc1ccccc1NC(=O)N(C)Cc1nc(-c2cccc(C)c2)no1
pubchem_1101,-9.78,CCOc1ccc(-n2nc(C(=O)Nc3ccccc3)nc2-c2ccccc2)cc1
pubchem_1740,-9.78,CC(C)(C)c1ccc(OCC(=O)Nc2ccc(-c3n[nH]c(CN)n3)cc2)cc1
pubchem_123,-9.77,COc1ccccc1-n1c(CNC(=O)c2ccccc2)nnc1SC
pubchem_442,-9.77,Cc1ccccc1OCCNC(=O)Nc1ccc(-c2n[nH]c(C3CC3)n2)cc1
pubchem_519,-9.77,CCOc1ccccc1NC(=O)CSc1nnc(-c2cccc(OC)c2)n1C
pubchem_637,-9.77,CCOc1ccc(Cc2nnc3c(=O)n(-c4ccccc4)ccn23)cc1OCC
pubchem_807,-9.77,C=CCN(Cc1nc(-c2ccc(C)cc2)no1)C(=O)Nc1ccccc1OC
pubchem_920,-9.77,Cc1ccc(OCc2nc(SCC(=O)Nc3ccc(C)c(C)c3)n[nH]2)cc1
pubchem_1045,-9.77,COCCOc1ccc(CC(=O)Nc2cccc(-c3n[nH]c(C)n3)c2)cc1
pubchem_1377,-9.77,Cc1cccc(C)c1Oc1ccccc1NCc1nc(C2CC2)no1
pubchem_1411,-9.77,C/N=C(/NCc1ccc(N2CCCC2=O)cc1)NCc1nc(-c2ccco2)n[nH]1
pubchem_1698,-9.77,CC(C)c1nc(C(=O)Nc2ccc(OCCN)cc2)nn1-c1cccc(F)c1
pubchem_29,-9.76,COc1ccc(CNC(=O)Cc2n[nH]c(CNc3ccc(C)cc3)n2)cc1
pubchem_191,-9.76,COc1ccccc1NC(=O)CSc1n[nH]c(COc2ccccc2C)n1
pubchem_263,-9.76,Cc1cccc(OCCC(=O)Nc2cccc(-c3nnc4n3CCCCC4)c2)c1
pubchem_528,-9.76,Cc1ccccc1OCCC(=O)Nc1cccc(-c2nnc3n2CCCCC3)c1
pubchem_680,-9.76,Cc1ccc(OCC(=O)Nc2ccc(-c3nnc4n3CCCCC4)cc2)cc1C
pubchem_735,-9.76,CCOc1ccccc1NC(=O)CSc1nnc(-c2ccccc2OC)n1C
pubchem_935,-9.76,COc1ccc(-n2ccn3c(CCC(=O)NCC(C)C)nnc3c2=O)cc1
pubchem_1880,-9.76,Cc1ccccc1NC(=O)CSc1n[nH]c(COc2ccccc2F)n1
pubchem_75,-9.75,COc1ccc(C)cc1NC(=O)CSc1n[nH]c(COc2ccccc2)n1
pubchem_95,-9.75,C=CCOc1ccc(CN(C)C(=O)c2nc(C)n(-c3ccc(F)cc3)n2)cc1
pubchem_268,-9.75,COc1ccc(C)cc1NC(=O)CSc1n[nH]c(COc2cccc(C)c2)n1
pubchem_546,-9.75,CCNC(=O)CSc1nnc(COc2ccccc2C)n1-c1ccccc1
pubchem_574,-9.75,CCOc1ccccc1NC(=O)Cn1nnnc1-c1ccccc1
pubchem_719,-9.75,Cc1cccc(-c2noc(CNc3ccccc3OCC(F)(F)F)n2)c1
pubchem_852,-9.75,Cc1cccc(C)c1N(Cc1ncn[nH]1)C(=O)COc1ccccc1
pubchem_876,-9.75,CCc1ccc(NC(=O)CSc2n[nH]c(COc3ccc(CC)cc3)n2)cc1
pubchem_1417,-9.75,Cc1ccc(C(C)C)c(OCC(=O)Nc2ccc(-c3n[nH]c(CN)n3)cc2)c1
pubchem_1733,-9.75,COCCOc1cccc(NCc2nc(Cc3ccccc3)no2)c1
pubchem_2018,-9.75,CCOc1ccccc1NC(=O)CSc1nnc(-c2ccc(C)cc2)n1CC
pubchem_2034,-9.75,Cc1ccc(NC(=O)CSc2n[nH]c(COc3ccc(C(C)C)cc3)n2)cc1
pubchem_2089,-9.75,c1cc2c(c(-c3n[nH]c(C4CCCCC4)n3)c1)OCCN2
pubchem_21,-9.74,Cc1ccc(OCc2nc(SCC(=O)Nc3ccc(C(C)C)cc3)n[nH]2)cc1
pubchem_62,-9.74,Cc1ccccc1OCc1nc(SCC(=O)Nc2cc(F)ccc2F)n[nH]1
pubchem_325,-9.74,Cc1ccc(OCc2nc(SCC(=O)Nc3cc(F)ccc3C)n[nH]2)cc1
pubchem_352,-9.74,CCn1c(COc2ccc(C)cc2)nnc1SCC(=O)Nc1ccccc1
pubchem_526,-9.74,CCOc1ccc(NC(=O)CSc2n[nH]c(COc3ccccc3C)n2)cc1
pubchem_616,-9.74,CCOc1ccc(C(C)=O)cc1NC(=O)N1CCC(c2n[nH]c(C)n2)CC1
pubchem_651,-9.74,Cc1nc(-c2ccccc2NC(=O)CCCOc2cccc(F)c2)n[nH]1
pubchem_710,-9.74,CCCOc1ccccc1NC(=O)Cn1nnc(-c2ccccc2)n1
pubchem_814,-9.74,COc1ccccc1NC(=O)N(Cc1nc(-c2cccc(C)c2)no1)C(C)C
pubchem_1358,-9.74,Cc1ccc(NC(=O)CSc2n[nH]c(COc3ccccc3F)n2)cc1
pubchem_1508,-9.74,CCn1cnnc1-c1cccc(NC(=O)CCOc2ccc(OC)cc2)c1
pubchem_1510,-9.74,CCOc1ccccc1CNC(=O)c1nc(C)n(-c2ccc(F)cc2)n1
pubchem_1639,-9.74,CC(C)COc1cccc(C(=O)Nc2ccc(-c3n[nH]c(CN)n3)cc2)c1
pubchem_1919,-9.74,COc1ccccc1NC(=O)N(Cc1nc(-c2ccc(C)cc2)no1)C(C)(C)C
pubchem_58,-9.73,CCOc1ccccc1NC(=O)Cn1nnc(-c2ccccc2)n1
pubchem_142,-9.73,COc1ccc(C)cc1NC(=O)CSc1n[nH]c(COc2ccc(C)cc2)n1
pubchem_314,-9.73,COc1ccc(C)cc1NC(=O)CSc1nnc(Cc2ccccc2)n1N
pubchem_1020,-9.73,CCn1cnnc1-c1ccccc1NC(=O)COc1ccc(C)cc1
pubchem_1363,-9.73,CC(C)Oc1ccccc1CNC(=O)c1ncn(-c2ccccc2)n1
pubchem_1376,-9.73,O=C(NCc1nncn1C1CC1)Nc1ccccc1Oc1ccccc1
pubchem_1503,-9.73,COc1ccccc1-n1nc(CC(N)=O)nc1-c1cccc(N2CCCC2=O)c1
pubchem_1916,-9.73,COc1ccc(OC)c(NC(=O)CSc2n[nH]c(Cc3ccccc3)n2)c1
pubchem_28,-9.72,Cc1cccc(-n2nc(C(=O)NCCOc3ccccc3)nc2-c2ccccc2)c1
pubchem_83,-9.72,Cc1ccc(-c2nc(NC(=O)CNC(=O)COc3ccccc3)n[nH]2)cc1
pubchem_190,-9.72,CCOc1ccccc1NC(=O)CSc1nnc(Cc2ccccc2)n1N
pubchem_347,-9.72,COc1ccc(CNC(=O)c2nc(C)n(-c3ccccc3C(C)C)n2)cc1F
pubchem_441,-9.72,CCOc1cccc(CNC(=O)c2nc(C)n(-c3ccccc3Cl)n2)c1
pubchem_703,-9.72,CC(=O)Nc1ccccc1OCc1noc(C(=O)NCc2cccc(F)c2)n1
pubchem_803,-9.72,COc1ccc(NC(=O)CSc2n[nH]c(CNc3cccc(C)c3)n2)cc1
pubchem_987,-9.72,CC(C)Oc1cccc(CC(=O)Nc2ccc(-c3n[nH]c(CN)n3)cc2)c1
pubchem_1141,-9.72,Cc1ccccc1OCC(=O)NCc1ncn(-c2ccccc2)n1
pubchem_1241,-9.72,O=C(Cc1n[nH]c(COc2ccccc2)n1)NCCc1ccc(F)cc1
pubchem_1406,-9.72,COc1ccccc1NC(=O)Nc1ccc(-c2nnc3n2CCCC3)cc1
pubchem_2062,-9.72,COc1ccc(OCC(=O)Nc2ccc(-c3n[nH]c(C4CC4)n3)cc2)cc1
pubchem_178,-9.71,C=CCn1c(SCC(=O)Nc2ccccc2OC)nnc1-c1ccccc1
pubchem_757,-9.71,COc1ccccc1NC(=O)CSc1n[nH]c(COc2c(C)cccc2C)n1
pubchem_947,-9.71,Cc1cccc(OCCNC(=O)Cn2nc(C)nc2-c2ccccc2)c1
pubchem_1082,-9.71,CCOc1ccccc1NC(=O)CCN1CCC(c2nncn2C)CC1
pubchem_1720,-9.71,Cc1ccc(C)c(NC(=O)C(=O)NCc2nc(-c3ccco3)n[nH]2)c1
pubchem_2044,-9.71,CC(C)(C)c1ccc(OCc2nc(CC(=O)NCc3ccccc3)n[nH]2)cc1
pubchem_2114,-9.71,CCOc1ccc(-n2ccn3c(-c4ccccc4)nnc3c2=O)cc1
pubchem_104,-9.7,COc1ccccc1NC(=O)Cc1n[nH]c(Cc2ccc(Cl)cc2)n1
pubchem_789,-9.7,COc1ccc(NC(=O)Cc2n[nH]c(Cc3ccc(C)cc3)n2)cc1
pubchem_1123,-9.7,COc1ccc(C)cc1NC(=O)CCN1CCC(c2n[nH]c(C)n2)CC1
pubchem_1297,-9.7,CCOc1ccccc1NC(=S)NCc1nc(-c2cccc(C)c2)no1
pubchem_1467,-9.7,Cc1nc(C(=O)Nc2ccc(OC(F)(F)F)cc2)nn1Cc1ccccc1
pubchem_1758,-9.7,CN(Cc1cccc(OCCCNc2n[nH]c(CO)n2)c1)c1ccccc1
pubchem_1934,-9.7,Cc1ccccc1OCc1nnc(SCC(=O)NC(C)C)n1-c1ccccc1
pubchem_1960,-9.7,Cn1ccn2c(CN3CCOc4cc(CN)ccc43)nnc2c1=O
pubchem_194,-9.69,CCCCOc1ccc(-c2nc(Nc3ccc(N4CCOCC4)cc3)n[nH]2)cc1
pubchem_209,-9.69,COc1ccc(NCc2nc(CC(=O)NCCc3ccc(F)cc3)n[nH]2)cc1
pubchem_333,-9.69,Cc1nc(SCC(=O)Nc2ccccc2Oc2ccccc2)n[nH]1
pubchem_378,-9.69,COc1ccccc1-n1nc(CCc2ccccc2)nc1C(=O)N1CCCC1
pubchem_417,-9.69,CCCNC(=O)CSc1nnc(COc2ccccc2C)n1-c1ccccc1
pubchem_462,-9.69,CCOc1ccccc1NC(=O)CSc1nnc(C2CCCC2)n1CC
pubchem_562,-9.69,COc1ccccc1NC(=O)Cc1n[nH]c(Cc2ccccc2)n1
pubchem_691,-9.69,CCc1ccc(OCc2nc(SCC(=O)Nc3ccc(OC)cc3)n[nH]2)cc1
pubchem_1231,-9.69,CCn1cnnc1-c1cccc(NC(=O)COc2ccccc2)c1
pubchem_1864,-9.69,CCOc1ccccc1NC(=O)NCc1nncn1-c1ccccc1
pubchem_78,-9.68,Cc1cccc(OCc2nc(SCC(=O)Nc3ccc(C(C)C)cc3)n[nH]2)c1
pubchem_94,-9.68,N#Cc1ccccc1OCC(=O)NCc1nncn1-c1ccccc1
pubchem_359,-9.68,COc1ccc(C)cc1NC(=O)Cn1nnc(COc2ccccc2)n1
pubchem_421,-9.68,COc1ccccc1-n1c(Cc2ccccc2)nnc1SCC(=O)NC(C)C
pubchem_694,-9.68,CCCN(CC(=O)Nc1ccccc1OC)Cc1nc(-c2ccc(F)cc2)no1
pubchem_787,-9.68,CCOc1ccccc1CNC(=O)Cc1nc(-c2ccccc2)n[nH]1
pubchem_788,-9.68,COc1cccc(NC(=O)Cc2n[nH]c(Cc3ccc(C)cc3)n2)c1
pubchem_844,-9.68,CCOc1ccccc1CNC(=O)c1nc(-c2ccc(N(C)C)cc2)no1
pubchem_874,-9.68,Cc1cccc(OCc2nc(SCC(=O)Nc3ccc(F)cc3)n[nH]2)c1
pubchem_910,-9.68,CCOc1ccccc1NC(=O)CSc1n[nH]c(-c2ccc(C)cc2)n1
pubchem_921,-9.68,Cc1ccc(OCc2nc(SCC(=O)Nc3ccc(F)cc3)n[nH]2)cc1
pubchem_1277,-9.68,CCOc1cccc(CNC(=O)c2nc(C)n(-c3ccc(Cl)cc3)n2)c1
pubchem_1460,-9.68,Cc1ccc(NC(=O)CSc2nnc(COc3ccc(C)cc3)n2N)cc1
pubchem_1738,-9.68,CCN(Cc1ccc(C)o1)C(=O)Nc1ccc(Cc2n[nH]c(C)n2)cc1
pubchem_213,-9.67,CC(=O)CCc1ccc(OCC(=O)Nc2ccc(-c3n[nH]c(C)n3)cc2)cc1
pubchem_898,-9.67,COc1ccc(C)cc1NC(=O)NCCc1n[nH]c(Cc2ccc(F)cc2)n1
pubchem_1183,-9.67,Cc1ccc(OCCC(=O)Nc2ccc(-c3n[nH]c(CN)n3)cc2)c(C)c1
pubchem_1270,-9.67,Cc1cc(C)cc(NC(=O)C(=O)NCc2nc(-c3ccco3)n[nH]2)c1
pubchem_1610,-9.67,CC(=O)Nc1cccc(COc2ccccc2-c2ncn[nH]2)c1
pubchem_1961,-9.67,O=C(Cn1cnc(Cc2ccccc2)n1)Nc1ccc2c(c1)NC(=O)CO2
pubchem_146,-9.66,Cc1ccc(OCC(=O)Nc2cccc(-c3nncn3C)c2)cc1
pubchem_482,-9.66,CCn1cnnc1-c1cccc(NC(=O)COc2ccc(F)cc2)c1
pubchem_576,-9.66,CCOc1ccc(CN(C)C(=O)c2nc(C)n(-c3ccc(F)cc3)n2)cc1
pubchem_934,-9.66,CC(=O)Nc1ccccc1OCc1noc(C(=O)NCc2ccc(F)cc2)n1
pubchem_1021,-9.66,COc1cccc(CN(C)C(=O)Nc2cc(-c3n[nH]c(C)n3)ccc2C)c1
pubchem_1251,-9.66,Cc1cccc(OCC(=O)NCCc2nc(-c3ccccc3)n[nH]2)c1
pubchem_1316,-9.66,CCOc1ccc(NC(=O)CSc2n[nH]c(/C=C/c3ccccc3)n2)cc1
pubchem_1865,-9.66,CCOc1cc(C)ccc1NC(=O)NCc1nncn1-c1ccccc1
pubchem_2033,-9.66,Cc1ccc(OCc2nc(SCC(=O)Nc3ccccc3F)n[nH]2)cc1
pubchem_435,-9.65,COc1cccc(NC(=O)Cc2n[nH]c(Cc3ccccc3F)n2)c1
pubchem_588,-9.65,CCOc1ccc(OCC(=O)Nc2cccc(-c3nncn3CC)c2)cc1
pubchem_864,-9.65,Cc1ccccc1OCc1nc(SCC(=O)Nc2ccc(F)cc2)n[nH]1
pubchem_871,-9.65,CCOc1cccc(-c2nc(Nc3ccc(N4CCOCC4)cc3)n[nH]2)c1
pubchem_896,-9.65,COc1ccc(OC)c(NC(=O)NCCc2n[nH]c(Cc3ccc(C)cc3)n2)c1
pubchem_3,-9.64,COc1ccccc1NC(=O)Cn1nc(-c2ccccc2)nc1-c1ccccc1
pubchem_5,-9.64,CCOc1ccccc1NC(=O)CSc1nnc(-c2cccc(C)c2)n1N
pubchem_64,-9.64,O=C(CCCOc1ccccc1)Nc1cccc(-c2nnc3n2CCCCC3)c1
pubchem_269,-9.64,CCOc1ccc(NC(=O)CSc2n[nH]c(COc3ccc(C)cc3)n2)cc1
pubchem_690,-9.64,Cc1ccc(NC(=O)CSc2n[nH]c(COc3ccc(C)cc3)n2)cc1
pubchem_813,-9.64,COc1ccc(NC(=O)CSc2n[nH]c(COc3ccccc3C)n2)cc1
pubchem_1237,-9.64,Cc1nc(C(=O)NCc2ccccc2OC(F)(F)F)nn1-c1ccc(F)cc1
pubchem_1791,-9.64,CCc1nc(C2CCN(C(=O)CCNc3cc(Cl)ccc3OC)CC2)n[nH]1
pubchem_1885,-9.64,CC(C)Cc1noc(CNc2ccccc2Oc2ccccc2)n1
pubchem_2010,-9.64,COc1ccccc1NCc1nc(-c2ccc(C)cc2)no1
pubchem_180,-9.63,CCOc1ccccc1-n1c(CNc2ccc(C)cc2)nnc1SCC(N)=O
pubchem_322,-9.63,Cc1ccc(NC(=O)CSc2n[nH]c(COc3ccccc3)n2)cc1
pubchem_474,-9.63,CC(C)c1ccc(OCc2nc(SCC(=O)Nc3ccccc3)n[nH]2)cc1
pubchem_494,-9.63,N#Cc1ccc(OCC(=O)NCc2nncn2-c2ccccc2)cc1
pubchem_504,-9.63,Cc1nc(-c2cccc(NC(=O)COc3ccccc3C(F)(F)F)c2)n[nH]1
pubchem_878,-9.63,CCOc1ccccc1NC(=O)CSc1n[nH]c(/C=C/c2ccccc2C)n1
pubchem_1505,-9.63,COc1ccccc1N1CCN(C(=O)Nc2n[nH]c(Cc3ccccc3)n2)CC1
pubchem_1908,-9.63,COc1ccccc1-n1c(SCC(=O)NCC(C)C)nnc1-c1ccccc1
pubchem_2022,-9.63,Cc1cc(C)cc(OCC(=O)Nc2cccc(-c3nnc4n3CCCCC4)c2)c1
pubchem_219,-9.62,COc1ccc(NC(=O)Cc2n[nH]c(Cc3ccccc3)n2)cc1
pubchem_246,-9.62,COCCn1c(SCC(=O)Nc2ccccc2OC)nnc1-c1ccccc1
pubchem_550,-9.62,O=C(Cc1n[nH]c(COc2ccccc2)n1)NCc1ccccc1
pubchem_564,-9.62,CCn1c(SCC(=O)Nc2ccccc2OC)nnc1-c1ccccc1
pubchem_630,-9.62,CCCOc1cccc(-c2nc(Nc3ccc(N4CCOCC4)cc3)n[nH]2)c1
pubchem_688,-9.62,Cc1cccc(OCc2nc(SCC(=O)Nc3ccccc3)n[nH]2)c1
pubchem_770,-9.62,CCOc1ccc(-n2ccn3c(-c4cccc(F)c4)nnc3c2=O)cc1
